contract_id,customer_name,product_name,currency,base_price,energy_rule,energy_index_2023,energy_api_now,energy_ratio,energy_adder_percentage,energy_amount,raw_rule,raw_instrument,raw_index_2023,raw_api_now,raw_ratio,raw_adder_percentage,raw_amount,rate_rule,rate_instrument,rate_percent,payment_terms_days,financing_per_ton,logistics_eur_per_trip,fx_rule,logistics_amount,logistics_currency,demurrage_eur_per_container_day,demurrage_amount,indicative_price_per_ton,calculation_rule
CON-2023-0085,Nairobi Crop Protection,Liquid Hydrogen,CHF,140.00,api,20.180000,21.110000,1.046085,0.0,0.00,static,NONE,1.000000,1.000000,1.000000,3.5,4.90,static,NONE,0.000000,30,0.00,975.00,static,975.00,EUR,150.00,0.00,144.90,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0086,Bogota Sugar Ethanol SAS,Liquid Nitrogen,EUR,310.00,api,20.180000,21.110000,1.046085,4.0,12.97,static,NONE,1.000000,1.000000,1.000000,1.0,3.10,api,EURIBOR_3M,2.513143,14,0.31,975.00,api,975.00,EUR,150.00,0.00,326.07,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0087,Warsaw Household Care,Food-Grade CO2,EUR,1150.00,api,20.180000,21.110000,1.046085,11.0,132.33,static,NONE,1.000000,1.000000,1.000000,2.0,23.00,api,EURIBOR_3M,2.513143,0,0.00,975.00,api,975.00,EUR,150.00,0.00,1305.33,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0088,Prague Foundry Fluxes,Argon,USD,480.00,api,20.180000,21.110000,1.046085,0.0,0.00,static,NONE,1.000000,1.000000,1.000000,16.0,76.80,api,SOFR,3.880000,75,4.44,975.00,api,1111.79,USD,150.00,0.00,556.80,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0089,Budapest Rubber Additives,Silicone Fluid 350,USD,220.00,api,20.180000,21.110000,1.046085,2.5,5.75,static,NONE,1.000000,1.000000,1.000000,0.0,0.00,api,SOFR,3.880000,60,1.44,975.00,api,1111.79,USD,150.00,0.00,225.75,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0090,Bucharest Insulation Foam,Carbon Black N330,EUR,220.00,api,20.180000,21.110000,1.046085,6.0,13.81,static,NONE,1.000000,1.000000,1.000000,2.0,4.40,api,EURIBOR_3M,2.513143,7,0.11,975.00,api,975.00,EUR,150.00,0.00,238.21,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0091,Kuala Lumpur Palm Kernel,Linear Alkylbenzene,CHF,670.00,api,20.180000,21.110000,1.046085,18.0,126.16,static,NONE,1.000000,1.000000,1.000000,1.0,6.70,static,NONE,0.000000,30,0.00,975.00,static,975.00,EUR,150.00,0.00,802.86,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0092,Manila Surfactant Blend,SLES 70%,GBP,310.00,api,20.180000,21.110000,1.046085,6.0,19.46,static,NONE,1.000000,1.000000,1.000000,9.0,27.90,static,NONE,0.000000,45,0.00,975.00,static,975.00,EUR,150.00,0.00,357.36,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0093,Auckland Dairy Hygiene,LABSA,CHF,310.00,api,20.180000,21.110000,1.046085,11.0,35.67,static,NONE,1.000000,1.000000,1.000000,0.0,0.00,static,NONE,0.000000,75,0.00,975.00,static,975.00,EUR,150.00,0.00,345.67,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0094,Reykjavik Geothermal Fluids,Sorbitol 70%,USD,85.00,api,20.180000,21.110000,1.046085,0.0,0.00,api,MAIZE,302.800000,224.000000,0.739762,16.0,10.06,api,SOFR,3.880000,90,0.91,975.00,api,1111.79,USD,150.00,0.00,95.06,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0095,Amman Dead Sea Minerals,Glucose Syrup 42DE,USD,2100.00,api,20.180000,21.110000,1.046085,8.0,175.74,api,MAIZE,302.800000,224.000000,0.739762,9.0,139.82,api,SOFR,3.880000,45,11.55,975.00,api,1111.79,USD,150.00,0.00,2415.56,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0096,Doha LNG Treating Co,Lactic Acid 88%,EUR,4100.00,api,20.180000,21.110000,1.046085,0.0,0.00,api,MAIZE,302.800000,224.000000,0.739762,0.0,0.00,api,EURIBOR_3M,2.513143,0,0.00,975.00,api,975.00,EUR,150.00,0.00,4100.00,energy_api+raw_api+rate_api+logistics_fixed
CON-2023-0097,Muscat Desalination Chem,Glacial Acetic Acid,USD,140.00,api,20.180000,21.110000,1.046085,1.5,2.20,static,NONE,1.000000,1.000000,1.000000,0.0,0.00,api,SOFR,3.880000,30,0.45,975.00,api,1111.79,USD,150.00,0.00,142.20,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0098,Colombo Rubber Latex Ltd,Hydrogen Peroxide 50%,EUR,140.00,api,20.180000,21.110000,1.046085,4.0,5.86,static,NONE,1.000000,1.000000,1.000000,2.0,2.80,api,EURIBOR_3M,2.513143,21,0.21,975.00,api,975.00,EUR,150.00,0.00,148.66,energy_api+raw_static+rate_api+logistics_fixed
CON-2023-0099,Ho Chi Minh Plasticizers,Sodium Percarbonate,GBP,85.00,api,20.180000,21.110000,1.046085,4.0,3.56,static,NONE,1.000000,1.000000,1.000000,12.0,10.20,static,NONE,0.000000,0,0.00,975.00,static,975.00,EUR,150.00,0.00,98.76,energy_api+raw_static+rate_static+logistics_fixed
CON-2023-0100,Lagos Soap Noodles Ltd,Potassium Hydroxide,EUR,85.00,api,20.180000,21.110000,1.046085,11.0,9.78,static,NONE,1.000000,1.000000,1.000000,9.0,7.65,api,EURIBOR_3M,2.513143,21,0.15,975.00,api,975.00,EUR,150.00,0.00,102.43,energy_api+raw_static+rate_api+logistics_fixed
